world,n_train,model,site_or_shift,metric,mean,median,sd,minimum,maximum,n
misspecified,100,flow_jump_observation,all,event_log_loss,0.5874622889310184,0.5872170512265499,0.017222653604977208,0.569197613597215,0.6140934715903069,5
misspecified,100,gru_from_scratch,all,event_log_loss,0.5744138455444897,0.5733585422758756,0.005589912833351026,0.5680020104400247,0.5816605289456166,5
site_shift,5,flow_jump,all,event_log_loss,0.5199079601553354,0.4937851063969564,0.0875090686626578,0.429919770400698,0.661226088781306,5
site_shift,5,flow_jump,site_0,event_log_loss,0.4410458450874878,0.4350077168646326,0.02081579213177264,0.4206644807547615,0.4755919998759922,5
site_shift,5,flow_jump,site_1,event_log_loss,0.442947444938545,0.4320706058612791,0.02620311775762665,0.4242008866713585,0.4887761859984397,5
site_shift,5,flow_jump,site_1_minus_site_0,event_log_loss,0.0019015998510571396,0.003536405916597,0.009447073548371938,-0.0101498310567935,0.0131841861224474,5
site_shift,5,flow_jump_observation,all,event_log_loss,0.5184514764820999,0.4937953816797662,0.08730608446293477,0.429802312753844,0.661244052960541,5
site_shift,5,flow_jump_observation,site_0,event_log_loss,0.4390426209764822,0.4318609201550406,0.021941146747371163,0.4210624164945202,0.4752509882625871,5
site_shift,5,flow_jump_observation,site_1,event_log_loss,0.4416177418937678,0.4327598603397124,0.02640177970188105,0.4245323178412041,0.4883856969636905,5
site_shift,5,flow_jump_observation,site_1_minus_site_0,event_log_loss,0.00257512091728562,0.0034699013466839,0.009510250879200103,-0.0102129173917177,0.0131347087011034,5
site_shift,5,gru_from_scratch,all,event_log_loss,0.450918380182844,0.4686949531890569,0.03828331858011455,0.4009201705239075,0.4835172034690096,5
site_shift,10,flow_jump,all,event_log_loss,0.4993336262147162,0.4590822031743234,0.09464314487021391,0.4242410159846442,0.6611427815487245,5
site_shift,10,flow_jump,site_0,event_log_loss,0.4823262200632642,0.428477305222195,0.09078300329200575,0.4043711965871424,0.6002563661508231,5
site_shift,10,flow_jump,site_1,event_log_loss,0.49136617728152976,0.4292049879172148,0.09331140642959314,0.4216553620819027,0.6154657533697968,5
site_shift,10,flow_jump,site_1_minus_site_0,event_log_loss,0.00903995721826554,0.0083821945950329,0.011815595192912651,-0.0062781578231259,0.0248337913300724,5
site_shift,10,flow_jump_observation,all,event_log_loss,0.4912959182799489,0.4513563397798643,0.100527936330979,0.4180976162042504,0.6611596625237494,5
site_shift,10,flow_jump_observation,site_0,event_log_loss,0.48260606297655484,0.4280792505327873,0.09096369794540206,0.4042911234715383,0.6003359969482198,5
site_shift,10,flow_jump_observation,site_1,event_log_loss,0.4917511356738995,0.4291463565856256,0.09340032222457754,0.4223096414570121,0.6155359883019011,5
site_shift,10,flow_jump_observation,site_1_minus_site_0,event_log_loss,0.00914507269734472,0.0084220571610936,0.011661758780217881,-0.0057696090757751,0.0248552331140873,5
site_shift,10,gru_from_scratch,all,event_log_loss,0.4225626382190531,0.4057310342458555,0.033129183026105125,0.3976022596095662,0.4785742202171539,5
site_shift,20,flow_jump,all,event_log_loss,0.4409968757346343,0.4159417096629769,0.04706774972871674,0.4072659948237328,0.5204740041982695,5
site_shift,20,flow_jump,site_0,event_log_loss,0.41809723067824545,0.4069760601899409,0.025276446641021032,0.392175766640585,0.4460809558540881,5
site_shift,20,flow_jump,site_1,event_log_loss,0.4229216792226776,0.4232805362558722,0.01499290020641712,0.4081689960750843,0.4423065910450811,5
site_shift,20,flow_jump,site_1_minus_site_0,event_log_loss,0.00482444854443218,0.0011929358851434,0.01626297464842503,-0.0117256066281704,0.0311047696152871,5
site_shift,20,flow_jump_observation,all,event_log_loss,0.4410523036997408,0.4161109122166381,0.0471055810399268,0.4073940846994391,0.5206331365702747,5
site_shift,20,flow_jump_observation,site_0,event_log_loss,0.4179272392820665,0.4071560225245298,0.024957302489883943,0.3921911248934816,0.4449716906007376,5
site_shift,20,flow_jump_observation,site_1,event_log_loss,0.4226108596268414,0.4233979368927774,0.014372952412652294,0.4083700044738724,0.4410523553019001,5
site_shift,20,flow_jump_observation,site_1_minus_site_0,event_log_loss,0.00468362034477486,0.00133389407221,0.01653135873952573,-0.0125585969786918,0.0312068119992957,5
site_shift,20,gru_from_scratch,all,event_log_loss,0.41620658645542585,0.4105997088087242,0.01431713708140095,0.3982488402677399,0.4322365294046841,5
site_shift,40,flow_jump,all,event_log_loss,0.4810714363772342,0.4408365877650241,0.07797622093400883,0.4184910048047812,0.5926570773858735,5
site_shift,40,flow_jump,site_0,event_log_loss,0.46383687816148117,0.4404563829285889,0.06489221101772927,0.4156139397025001,0.5779419231009932,5
site_shift,40,flow_jump,site_1,event_log_loss,0.4648437109218643,0.4528759044782594,0.06063825315939288,0.4113191261840617,0.5683784370318521,5
site_shift,40,flow_jump,site_1_minus_site_0,event_log_loss,0.0010068327603830402,-0.0042948135184384,0.011721140207580845,-0.0095634860691411,0.0195052596128535,5
site_shift,40,flow_jump_observation,all,event_log_loss,0.4810903345486771,0.4408032098412914,0.07824878737006111,0.418393738622613,0.592831651297214,5
site_shift,40,flow_jump_observation,site_0,event_log_loss,0.4639544006877786,0.4409565149724735,0.06505616364842713,0.4156480393086238,0.5783354540167699,5
site_shift,40,flow_jump_observation,site_1,event_log_loss,0.46488528077116653,0.453042803124852,0.060833938663758025,0.4112770649201572,0.5688155927857547,5
site_shift,40,flow_jump_observation,site_1_minus_site_0,event_log_loss,0.0009308800833879005,-0.0043709743884666,0.01184021797750246,-0.0095198612310152,0.0196361422975399,5
site_shift,40,gru_from_scratch,all,event_log_loss,0.44195005267949855,0.439494791916914,0.022813907743337903,0.4091170478899987,0.4724471268589858,5
site_shift,80,flow_jump,all,event_log_loss,0.41863582780033565,0.4155297119259059,0.014525471108199519,0.4035166173991379,0.442022170766254,5
site_shift,80,flow_jump,site_0,event_log_loss,0.44197170807926495,0.4163743262892868,0.06656706142421194,0.3894872026361657,0.556651275513857,5
site_shift,80,flow_jump,site_1,event_log_loss,0.4421233364333602,0.4193415493806835,0.06144003911342361,0.4084095520973176,0.551568837298062,5
site_shift,80,flow_jump,site_1_minus_site_0,event_log_loss,0.0001516283540952993,-0.0050824382157949,0.017924228188277092,-0.0180922681507073,0.0298543467445178,5
site_shift,80,flow_jump_observation,all,event_log_loss,0.41873171773473106,0.4155067005062156,0.01464894397222146,0.4035023121461885,0.4422261314842227,5
site_shift,80,flow_jump_observation,site_0,event_log_loss,0.4421333103385976,0.4166408822130052,0.06687056319560657,0.3891627951881003,0.557255396426356,5
site_shift,80,flow_jump_observation,site_1,event_log_loss,0.4422937455012428,0.419061967545663,0.06167368679581832,0.4083393112137916,0.5521714956281805,5
site_shift,80,flow_jump_observation,site_1_minus_site_0,event_log_loss,0.00016043516264521983,-0.0050839007981755,0.01796881048013015,-0.0182541003536675,0.0298991723575627,5
site_shift,80,gru_from_scratch,all,event_log_loss,0.41361258293755415,0.4079312715058578,0.01873533482212313,0.3996217199843188,0.4465623705073304,5
site_shift,100,flow_jump,all,event_log_loss,0.41186497737747596,0.4125561074696157,0.00548254666105808,0.4041669147252554,0.4173023420790447,5
site_shift,100,flow_jump,site_0,event_log_loss,0.4036603086739241,0.4046009604624153,0.01411875382978386,0.3854767039565822,0.417532160666879,5
site_shift,100,flow_jump,site_1,event_log_loss,0.40799839802705795,0.4093534361055039,0.005124122695189976,0.401014938419179,0.4142194625343909,5
site_shift,100,flow_jump,site_1_minus_site_0,event_log_loss,0.00433808935313382,0.0003132458457049,0.01492756675864711,-0.0075621700959621,0.0287427585778086,5
site_shift,100,flow_jump_observation,all,event_log_loss,0.41199041188047375,0.4124889954133415,0.005537330363652596,0.4041984357363784,0.4176509011000793,5
site_shift,100,flow_jump_observation,site_0,event_log_loss,0.4037091769791596,0.4046017504594933,0.014142258066091797,0.3855201852143302,0.4176205080615938,5
site_shift,100,flow_jump_observation,site_1,event_log_loss,0.408013425812943,0.4094609792575159,0.005173158567255671,0.4009751257979901,0.4142790713619961,5
site_shift,100,flow_jump_observation,site_1_minus_site_0,event_log_loss,0.00430424883378346,0.0002522459110991,0.014946217484276898,-0.0075408103704225,0.0287588861476659,5
site_shift,100,gru_from_scratch,all,event_log_loss,0.4052525775683817,0.4050434141194837,0.0056970824514114135,0.3988554425237745,0.4129646714305181,5
smooth,5,flow_jump,all,event_log_loss,0.2988835509922463,0.3296228301157953,0.13480652309014796,0.1444459145059857,0.4584907239739305,5
smooth,5,flow_jump_observation,all,event_log_loss,0.29847801166128873,0.3277985467185234,0.13453160339836404,0.1445695817991514,0.4573882769312136,5
smooth,5,gru_from_scratch,all,event_log_loss,0.28309907251094807,0.1948935647443038,0.14689298548480353,0.1444908124048124,0.4615146166130534,5
smooth,10,flow_jump,all,event_log_loss,0.21299581399568415,0.1825710146376254,0.09440744916155787,0.1531181968645951,0.3795267324599843,5
smooth,10,flow_jump_observation,all,event_log_loss,0.21276061609771504,0.1813378798586926,0.09447626442200845,0.1525764944088437,0.3794637215227646,5
smooth,10,gru_from_scratch,all,event_log_loss,0.18943946122246966,0.150274615372416,0.06271068468849238,0.1349307430092208,0.259465392248774,5
smooth,20,flow_jump,all,event_log_loss,0.19651765273940697,0.1466036292772061,0.07656313832957942,0.1361429078674867,0.3079531434698316,5
smooth,20,flow_jump_observation,all,event_log_loss,0.1963745168591275,0.1466041351137433,0.0767038480940528,0.1361969824362287,0.3081480924560915,5
