world,n_train,model,site_or_shift,metric,mean,median,sd,minimum,maximum,n
site_shift,5,flow_jump_observation,site_0,event_brier,0.13071322724580067,0.1254939849432428,0.0095504690197501,0.1227761062111346,0.1460219992338842,5
site_shift,5,flow_jump_observation,site_1,event_brier,0.13081935959654364,0.126737686060207,0.012685023978247528,0.1218530533165358,0.1528202380976629,5
site_shift,5,flow_jump_observation,site_1_minus_site_0,event_brier,0.00010613235074296002,0.0002150303409507,0.004473498118105545,-0.0042973660693291,0.0067982388637787,5
site_shift,5,gru_from_scratch,all,event_brier,0.13707772796818146,0.1435578685635657,0.014802351944550348,0.1177689022333529,0.1500381707680365,5
site_shift,10,flow_jump,all,event_brier,0.15908066023666212,0.1399487865232687,0.04333344410183504,0.1269914330649128,0.2340155451351958,5
site_shift,10,flow_jump,site_0,event_brier,0.15159345829152232,0.1266898584448691,0.03962759545663024,0.1185699959314986,0.2040105872542902,5
site_shift,10,flow_jump,site_1,event_brier,0.15540122815036944,0.1290178548716125,0.04151211917703128,0.1224615984948966,0.2114075480383585,5
site_shift,10,flow_jump,site_1_minus_site_0,event_brier,0.00380776985884706,0.0040277204400968,0.0056440846434707625,-0.0042282599499725,0.0104478589401139,5
site_shift,10,flow_jump_observation,all,event_brier,0.1558269047298706,0.1370875495345921,0.04570787159649092,0.1233666148292185,0.2340239583525843,5
site_shift,10,flow_jump_observation,site_0,event_brier,0.1517358705079374,0.1266374870811704,0.03970701574658593,0.1185399860476021,0.20404970156865,5
site_shift,10,flow_jump_observation,site_1,event_brier,0.15556121605119871,0.1289922464431259,0.0415755489903445,0.1224830924176787,0.2114425077031939,5
site_shift,10,flow_jump_observation,site_1_minus_site_0,event_brier,0.00382534554326124,0.0040490199955019,0.0056194842667494065,-0.0041543946634917,0.0104522603955237,5
site_shift,10,gru_from_scratch,all,event_brier,0.1262874146966965,0.1200623796355702,0.012637007772962654,0.1166560212685287,0.1476758121962524,5
site_shift,20,flow_jump,all,event_brier,0.133174804735771,0.121631877133637,0.019489700802927366,0.1207194471115066,0.1661824333185652,5
site_shift,20,flow_jump,site_0,event_brier,0.12278996398152445,0.1205361362690401,0.008409212262831723,0.11345791042403,0.1350860715691356,5
site_shift,20,flow_jump,site_1,event_brier,0.12437598855374961,0.1230232122137156,0.005299252461206604,0.1203171131950527,0.1332933072539616,5
site_shift,20,flow_jump,site_1_minus_site_0,event_brier,0.0015860245722251602,4.2463792896699215e-05,0.005839523264235602,-0.0038414223537533,0.0112097996200512,5
site_shift,20,flow_jump_observation,all,event_brier,0.13319717445199472,0.121659976368801,0.019511852942036965,0.1207591987896764,0.1662577021061717,5
site_shift,20,flow_jump_observation,site_0,event_brier,0.12271816818357587,0.1205892600431595,0.008281106429995267,0.1134122494295695,0.1346976404836167,5
site_shift,20,flow_jump_observation,site_1,event_brier,0.12427951515778854,0.1229547719988937,0.005099726960417519,0.1203086293936658,0.1328417459263924,5
site_shift,20,flow_jump_observation,site_1_minus_site_0,event_brier,0.001561346974212673,7.467740101356479e-05,0.0058712264116866884,-0.0039362081928105,0.0112162415962482,5
site_shift,20,gru_from_scratch,all,event_brier,0.12381070210727163,0.1221423080005078,0.004990613267031804,0.1174255277543431,0.1292192335759825,5
site_shift,40,flow_jump,all,event_brier,0.15084630634378898,0.1327018659131913,0.03377525688107488,0.1245853611237732,0.2002070658755029,5
site_shift,40,flow_jump,site_0,event_brier,0.14194981068046428,0.1307716925085339,0.028936222443614833,0.1240305581226414,0.1931630967779666,5
site_shift,40,flow_jump,site_1,event_brier,0.1419356200493739,0.1374343868334309,0.02742346980586129,0.121078811947309,0.1885793906469011,5
site_shift,40,flow_jump,site_1_minus_site_0,event_brier,-1.4190631090380076e-05,-0.0029517461753324,0.005834046282150959,-0.0045837061310655,0.0092025595769433,5
site_shift,40,flow_jump_observation,all,event_brier,0.15088606394752763,0.1326884690744454,0.033871118715212624,0.1245577123009908,0.2002916161932814,5
site_shift,40,flow_jump_observation,site_0,event_brier,0.14197092385145424,0.1305721519286619,0.02902784153922539,0.1240450300539626,0.1933505578318524,5
site_shift,40,flow_jump_observation,site_1,event_brier,0.14195745756992043,0.1374981685565265,0.02751343087651932,0.1210832986019977,0.1887855612967141,5
site_shift,40,flow_jump_observation,site_1_minus_site_0,event_brier,-1.3466281533800004e-05,-0.0029617314519649,0.005860036213251564,-0.0045649965351382,0.0092536127366843,5
site_shift,40,gru_from_scratch,all,event_brier,0.1332570468130168,0.1316697479158599,0.0085129085572707,0.1215755028847472,0.1450382782591138,5
smooth,5,flow_jump,all,event_brier,0.07828405003959857,0.0824451511430981,0.04452419821567523,0.0308014811767265,0.1360650115428782,5
smooth,5,flow_jump_observation,all,event_brier,0.07812710308590667,0.0817861176217464,0.04440646107626585,0.0308273395387316,0.1355706011665834,5
smooth,5,gru_from_scratch,all,event_brier,0.0725192065904296,0.0388184460047214,0.05149890981043333,0.028990306099379,0.1374291567926673,5
smooth,10,flow_jump,all,event_brier,0.04942014118894552,0.0390835548369805,0.02954453306290534,0.0325876967689335,0.1019672755733223,5
smooth,10,flow_jump_observation,all,event_brier,0.049333618630438184,0.0386913160899349,0.029569254496599456,0.0327001834095259,0.1019404927713117,5
smooth,10,gru_from_scratch,all,event_brier,0.039775134413001775,0.0297862852951944,0.01537939872563413,0.0269747778277344,0.0578816624885595,5
smooth,20,flow_jump,all,event_brier,0.04445599352366254,0.0318743525501891,0.02002749648948316,0.0286950314831679,0.0749002781852978,5
smooth,20,flow_jump_observation,all,event_brier,0.04443043195631606,0.0318828241238716,0.020064612025602738,0.0287065291166117,0.0749663249967836,5
smooth,20,gru_from_scratch,all,event_brier,0.03484800004896402,0.0316740551317576,0.007372504055875645,0.0270133821702519,0.0447976363641717,5
smooth,40,flow_jump,all,event_brier,0.0413385031546552,0.0351933897323195,0.01905350832121093,0.0278523703276673,0.0746362252225036,5
smooth,40,flow_jump_observation,all,event_brier,0.041232578289512906,0.0351969341977155,0.01881621616610161,0.0278964972446455,0.0741037643982831,5
smooth,40,gru_from_scratch,all,event_brier,0.031913222708783516,0.0306685873507906,0.005494104672565666,0.0271584448719309,0.0410962009756844,5
informative_observation,5,flow_jump,all,event_log_loss,0.49030671702538087,0.4826233125722231,0.04750870556100531,0.4313763289652529,0.5591171787287008,5
informative_observation,5,flow_jump_observation,all,event_log_loss,0.4905978007768602,0.482656752661831,0.04749363074531348,0.4303826942005577,0.5587660722030735,5
informative_observation,5,gru_from_scratch,all,event_log_loss,0.44452274903408184,0.4597506326522333,0.034258762997676724,0.4049802546795744,0.4799124542795325,5
